mcate_cd_nm,sexdstn_cd,birth_year,mrrg_at_cd,chldrn_at_cd,family_ty_nm,oc_area_cd,answrr_oc_area_nm,occp_cl_nm,mt_avrg_hshld_income_dgree_nm,com_at,tour_pd,ldgs_nm,ldgs_addr,ldgs_road_nm_addr,gsrm_scale_cn,ldgs_grad_value,ldgmnt_ty_nm,ldgs_avrg_prc,ldgs_min_prc,ldgs_mxmm_prc,ldgs_avrg_score_co,age_range,age,travel_type,pet
11022,M,1975,기혼,"영/유아, 초등학생",4,인천,부평구,기타,300만원,Y,2021,호텔 농심,부산,부산 동래구 금강공원로20번길 23,200개 이상,5성,관광호텔업,195427,52941,423500,9,40대,47,가족여행,"0"
11024,M,1976,기혼,"영/유아, 초등학생",5,서울,관악구,판매/서비스직,300만원,Y,2021,호텔 농심,부산,부산 동래구 금강공원로20번길 23,200개 이상,5성,관광호텔업,195427,52941,423500,9,40대,46,가족여행,"0"
12566,F,1975,기혼,중/고등학생,5,서울,구로구,전업주부,400만원,Y,2020,쏠비치 호텔 삼척,강원,강원 삼척시 수로부인길 453,200개 이상,4성,관광호텔업,353255,204250,538000,9,40대,46,가족여행,"0"
15178,M,1974,기혼,"영/유아, 초등학생",3,대구,북구,사무직,600만원,Y,2022,호텔 농심,부산,부산 동래구 금강공원로20번길 23,200개 이상,5성,관광호텔업,195427,52941,423500,9,40대,49,가족여행,"0"
16389,F,1978,기혼,"영/유아, 초등학생",4,서울,광진구,전업주부,700만원,Y,2022,호텔 농심,부산,부산 동래구 금강공원로20번길 23,200개 이상,5성,관광호텔업,195427,52941,423500,9,40대,45,가족여행,"0"
16391,M,1979,기혼,"영/유아, 초등학생",3,부산,기장군,자영업,700만원,Y,2021,호텔 농심,부산,부산 동래구 금강공원로20번길 23,200개 이상,5성,관광호텔업,195427,52941,423500,9,40대,43,가족여행,"0"
17380,F,1977,기혼,"영/유아, 초등학생",4,경북,구미시,전업주부,800만원,Y,2019,호텔 농심,부산,부산 동래구 금강공원로20번길 23,200개 이상,5성,관광호텔업,195427,52941,423500,9,40대,43,가족여행,"0"
18929,M,1970,기혼,"영/유아, 초등학생",4,인천,연수구,전문직,1000만원 초과,Y,2021,호텔 농심,부산,부산 동래구 금강공원로20번길 23,200개 이상,5성,관광호텔업,195427,52941,423500,9,50대,52,가족여행,"0"
12576,F,1977,기혼,중/고등학생,3,경기,남양주시,전업주부,400만원,Y,2021,쏠비치 호텔 삼척,강원,강원 삼척시 수로부인길 453,200개 이상,4성,관광호텔업,353255,204250,538000,9,40대,45,가족여행,"0"
20004,M,1964,기혼,"영/유아, 초등학생",4,대구,수성구,자영업,1000만원,Y,2021,호텔 농심,부산,부산 동래구 금강공원로20번길 23,200개 이상,5성,관광호텔업,195427,52941,423500,9,50대,58,가족여행,"0"
11034,F,1988,기혼,"영/유아, 초등학생",5,서울,서초구,사무직,300만원,Y,2021,유성호텔,대전,대전 유성구 온천로 9,200개 이하,3성,관광호텔,195606,136408,388800,8,30대,34,가족여행,"0"
12583,F,1975,기혼,중/고등학생,4,서울,강서구,전업주부,400만원,Y,2020,쏠비치 호텔 삼척,강원,강원 삼척시 수로부인길 453,200개 이상,4성,관광호텔업,353255,204250,538000,9,40대,46,가족여행,"0"
12584,M,1969,기혼,결혼하지 않은 성인,2,서울,도봉구,기술직,400만원,Y,2020,쏠비치 호텔 삼척,강원,강원 삼척시 수로부인길 453,200개 이상,4성,관광호텔업,353255,204250,538000,9,50대,52,가족여행,"0"
11040,F,1977,기혼,"영/유아, 초등학생",5,강원,평창군,전업주부,300만원,Y,2023,유성호텔,대전,대전 유성구 온천로 9,200개 이하,3성,관광호텔,195606,136408,388800,8,40대,47,가족여행,"0"
12592,M,1973,기혼,대학/대학원생 자녀,3,경기,성남시,사무직,400만원,Y,2022,쏠비치 호텔 삼척,강원,강원 삼척시 수로부인길 453,200개 이상,4성,관광호텔업,353255,204250,538000,9,50대,50,가족여행,"0"
12121,M,1972,기혼,"영/유아, 초등학생",3,전북,전주시,기술직,400만원,Y,2020,유성호텔,대전,대전 유성구 온천로 9,200개 이하,3성,관광호텔,195606,136408,388800,8,40대,49,가족여행,"0"
13678,M,1976,기혼,"영/유아, 초등학생",4,울산,울주군,기술직,500만원,Y,2021,유성호텔,대전,대전 유성구 온천로 9,200개 이하,3성,관광호텔,195606,136408,388800,8,40대,46,가족여행,"0"
15182,F,1980,기혼,"영/유아, 초등학생",4,대전,중구,기능/숙련공,600만원,Y,2020,유성호텔,대전,대전 유성구 온천로 9,200개 이하,3성,관광호텔,195606,136408,388800,8,40대,41,가족여행,"0"
15188,M,1978,기혼,"영/유아, 초등학생",4,경남,양산시,사무직,600만원,Y,2018,유성호텔,대전,대전 유성구 온천로 9,200개 이하,3성,관광호텔,195606,136408,388800,8,40대,41,가족여행,"0"
12605,M,1954,기혼,결혼하지 않은 성인,3,경기,용인시,자영업,400만원,Y,2022,소노 펠리체 델피노,강원,강원 고성군 토성면 미시령옛길 1153,100개 이하,4성,관광호텔,518369,360000,705000,9,60대 이상,69,가족여행,"0"
15189,F,1977,기혼,"영/유아, 초등학생",3,경기,김포시,전업주부,600만원,Y,2019,유성호텔,대전,대전 유성구 온천로 9,200개 이하,3성,관광호텔,195606,136408,388800,8,40대,43,가족여행,"0"
12611,M,1970,기혼,중/고등학생,4,서울,강남구,사무직,400만원,Y,2018,소노 펠리체 델피노,강원,강원 고성군 토성면 미시령옛길 1153,100개 이하,4성,관광호텔,518369,360000,705000,9,40대,49,가족여행,"0"
12615,M,1976,기혼,중/고등학생,4,경기,안양시,판매/서비스직,400만원,Y,2022,소노 펠리체 델피노,강원,강원 고성군 토성면 미시령옛길 1153,100개 이하,4성,관광호텔,518369,360000,705000,9,40대,47,가족여행,"0"
16398,M,1977,기혼,"영/유아, 초등학생",3,서울,중구,기능/숙련공,700만원,Y,2021,유성호텔,대전,대전 유성구 온천로 9,200개 이하,3성,관광호텔,195606,136408,388800,8,40대,45,가족여행,"0"
16400,M,1980,기혼,"영/유아, 초등학생",4,경기,고양시,사무직,700만원,Y,2021,유성호텔,대전,대전 유성구 온천로 9,200개 이하,3성,관광호텔,195606,136408,388800,8,40대,42,가족여행,"0"
18948,F,1985,기혼,"영/유아, 초등학생",5,경기,파주시,판매/서비스직,1000만원 초과,Y,2022,유성호텔,대전,대전 유성구 온천로 9,200개 이하,3성,관광호텔,195606,136408,388800,8,30대,38,가족여행,"0"
12629,M,1971,기혼,중/고등학생,4,서울,금천구,사무직,400만원,Y,2022,메이힐스리조트,강원,강원도 정선군 고한읍 물한리길 8,200개 이상,성급없음,휴양콘도미니엄업,135547,73500,295000,9,50대,52,가족여행,"0"
20011,M,1978,기혼,"영/유아, 초등학생",4,경북,포항시,자영업,1000만원,Y,2020,유성호텔,대전,대전 유성구 온천로 9,200개 이하,3성,관광호텔,195606,136408,388800,8,40대,43,가족여행,"0"
13623,F,1982,기혼,"영/유아, 초등학생",3,대구,수성구,사무직,500만원,Y,2020,센텀 프리미어 호텔,부산,부산 해운대구 센텀1로 17,200개 이상,4성,일반호텔,198252,71280,528000,9,30대,39,가족여행,"0"
13627,M,1977,기혼,"영/유아, 초등학생",5,경기,남양주시,사무직,500만원,Y,2020,센텀 프리미어 호텔,부산,부산 해운대구 센텀1로 17,200개 이상,4성,일반호텔,198252,71280,528000,9,40대,44,가족여행,"0"
12647,M,1966,기혼,결혼하지 않은 성인,4,서울,송파구,사무직,400만원,Y,2020,라마다 속초 호텔,강원,강원 속초시 대포항희망길 106,200개 이상,4성,미분류,188767,100760,688419,9,50대,55,가족여행,"0"
15143,M,1976,기혼,"영/유아, 초등학생",3,서울,중랑구,기술직,600만원,Y,2019,센텀 프리미어 호텔,부산,부산 해운대구 센텀1로 17,200개 이상,4성,일반호텔,198252,71280,528000,9,40대,44,가족여행,"0"
12649,M,1941,기혼,결혼해 자녀가 있음,2,부산,부산진구,자유직,400만원,Y,2021,라마다 속초 호텔,강원,강원 속초시 대포항희망길 106,200개 이상,4성,미분류,188767,100760,688419,9,60대 이상,81,가족여행,"0"
10623,M,1981,기혼,"영/유아, 초등학생",3,경기,시흥시,기능/숙련공,300만원,Y,2021,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,41,가족여행,"0"
10633,M,1985,기혼,"영/유아, 초등학생",3,경기,의정부시,사무직,300만원,Y,2022,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,30대,38,가족여행,"0"
10636,M,1981,기혼,"영/유아, 초등학생",4,경기,시흥시,사무직,300만원,Y,2021,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,41,가족여행,"0"
12660,F,1971,기혼,중/고등학생,4,서울,강동구,전업주부,400만원,Y,2023,동강시스타리조트,강원,강원도 영월군 영월읍 사지막길 160,200개 이상,성급없음,휴양콘도미니엄업,224114,89300,424000,9,50대,53,가족여행,"0"
10638,F,1992,기혼,"영/유아, 초등학생",3,전북,전주시,전문직,300만원,Y,2023,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,30대,32,가족여행,"0"
12673,F,1969,기혼,결혼하지 않은 성인,2,인천,연수구,사무직,500만원,Y,2022,청풍 리조트,충북,충북 제천시 청풍면 청풍호로 1798,200개 이하,3성,관광호텔업,112665,61165,233600,9,50대,54,가족여행,"0"
11611,F,1986,기혼,"영/유아, 초등학생",3,전남,목포시,전문직,400만원,Y,2023,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,30대,38,가족여행,"0"
11613,M,1978,기혼,"영/유아, 초등학생",4,경기,수원시,사무직,400만원,Y,2020,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,43,가족여행,"0"
12680,M,1958,기혼,결혼하지 않은 성인,4,경남,창원시,사무직,500만원,Y,2018,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,60대 이상,61,가족여행,"0"
11615,M,1983,기혼,"영/유아, 초등학생",4,경기,성남시,사무직,400만원,Y,2021,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,30대,39,가족여행,"0"
12683,F,1972,기혼,중/고등학생,4,경기,여주시,기술직,500만원,Y,2021,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,50대,50,가족여행,"0"
12685,M,1955,기혼,결혼한 성인,2,서울,양천구,사무직,500만원,Y,2019,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,60대 이상,65,가족여행,"0"
12687,M,1952,기혼,대학/대학원생 자녀,4,강원,원주시,전문직,500만원,Y,2020,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,60대 이상,69,가족여행,"0"
11616,M,1983,기타,"영/유아, 초등학생",1,부산,해운대구,사무직,400만원,Y,2021,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,30대,39,가족여행,"0"
11619,M,1976,기혼,"영/유아, 초등학생",4,강원,고성군,판매/서비스직,400만원,Y,2021,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,46,가족여행,"0"
11624,F,1988,기혼,"영/유아, 초등학생",3,충북,청주시,사무직,400만원,Y,2023,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,30대,36,가족여행,"0"
11626,F,1976,기혼,"영/유아, 초등학생",4,경기,고양시,기타,400만원,Y,2021,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,46,가족여행,"0"
12704,M,1966,기혼,대학/대학원생 자녀,4,서울,송파구,사무직,500만원,Y,2019,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,50대,54,가족여행,"0"
12706,M,1958,기혼,결혼하지 않은 성인,3,경기,성남시,사무직,500만원,Y,2019,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,60대 이상,62,가족여행,"0"
12708,M,1964,기혼,결혼한 성인,4,경북,포항시,전문직,500만원,Y,2022,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,50대,59,가족여행,"0"
12710,M,1971,기혼,결혼하지 않은 성인,4,경기,용인시,사무직,500만원,Y,2022,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,50대,52,가족여행,"0"
12711,M,1969,기혼,결혼하지 않은 성인,4,대구,북구,사무직,500만원,Y,2022,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,50대,54,가족여행,"0"
12714,F,1973,기혼,중/고등학생,4,충남,천안시,전업주부,500만원,Y,2019,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,40대,47,가족여행,"0"
12718,M,1970,기혼,대학/대학원생 자녀,4,충남,천안시,사무직,500만원,Y,2020,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,50대,51,가족여행,"0"
12720,F,1969,기혼,중/고등학생,4,경기,광명시,사무직,500만원,Y,2021,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,50대,53,가족여행,"0"
12722,M,1956,기혼,결혼하지 않은 성인,4,서울,동작구,일반작업직,500만원,Y,2021,소노문 단양,충북,충북 단양군 단양읍 삼봉로 187-17,200개 이상,4성,미분류,223318,98113,416000,8,60대 이상,66,가족여행,"0"
11628,M,1987,기혼,"영/유아, 초등학생",5,경남,거창군,판매/서비스직,400만원,Y,2022,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,30대,36,가족여행,"0"
12925,M,1984,기혼,"영/유아, 초등학생",3,인천,서구,기술직,500만원,Y,2023,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,40,가족여행,"0"
12926,F,1982,기혼,"영/유아, 초등학생",4,경북,경산시,사무직,500만원,Y,2021,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,40,가족여행,"0"
12927,M,1973,기혼,"영/유아, 초등학생",3,대전,서구,판매/서비스직,500만원,Y,2020,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,48,가족여행,"0"
12935,M,1976,기혼,"영/유아, 초등학생",3,대구,달서구,사무직,500만원,Y,2020,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,45,가족여행,"0"
12938,M,1980,기혼,"영/유아, 초등학생",4,경기,시흥시,사무직,500만원,Y,2021,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,42,가족여행,"0"
12939,M,1977,기혼,"영/유아, 초등학생",3,인천,남동구,자영업,500만원,Y,2021,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,45,가족여행,"0"
12940,M,1980,기혼,"영/유아, 초등학생",4,경남,양산시,기능/숙련공,500만원,Y,2021,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,42,가족여행,"0"
12943,M,1988,기혼,"영/유아, 초등학생",3,경기,시흥시,사무직,500만원,Y,2023,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,30대,36,가족여행,"0"
12945,M,1975,기혼,"영/유아, 초등학생",4,서울,금천구,기술직,500만원,Y,2020,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,46,가족여행,"0"
12948,M,1978,기혼,"영/유아, 초등학생",4,경기,김포시,자영업,500만원,Y,2020,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,43,가족여행,"0"
12741,M,1969,기혼,결혼하지 않은 성인,4,경기,성남시,사무직,500만원,Y,2021,포레스트 리솜,충북,충북 제천시 백운면 금봉로 365,100개 이하,성급없음,휴양콘도미니엄업,517248,431940,695230,9,50대,53,가족여행,"0"
12743,F,1964,기혼,결혼하지 않은 성인,1,경기,여주시,기타,500만원,Y,2022,포레스트 리솜,충북,충북 제천시 백운면 금봉로 365,100개 이하,성급없음,휴양콘도미니엄업,517248,431940,695230,9,50대,59,가족여행,"0"
12949,F,1982,기혼,"영/유아, 초등학생",1,서울,구로구,전업주부,500만원,Y,2020,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,30대,39,가족여행,"0"
12953,F,1980,기혼,"영/유아, 초등학생",3,서울,은평구,전업주부,500만원,Y,2022,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,43,가족여행,"0"
12954,F,1983,기혼,"영/유아, 초등학생",3,인천,서구,전업주부,500만원,Y,2023,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,41,가족여행,"0"
12956,M,1984,기혼,"영/유아, 초등학생",4,경기,군포시,판매/서비스직,500만원,Y,2022,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,30대,39,가족여행,"0"
12957,M,1979,기혼,"영/유아, 초등학생",3,경기,용인시,사무직,500만원,Y,2020,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,42,가족여행,"0"
12754,M,1967,기혼,대학/대학원생 자녀,3,충북,청주시,기능/숙련공,500만원,Y,2020,한화리조트 대천 파로스,충남,충남 보령시 해수욕장3길 11-10,200개 이상,성급없음,휴양콘도미니엄업,252681,116520,584000,9,50대,54,가족여행,"0"
12966,M,1975,기혼,"영/유아, 초등학생",5,서울,마포구,사무직,500만원,Y,2021,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,47,가족여행,"0"
14624,M,1980,기혼,"영/유아, 초등학생",3,경기,용인시,사무직,600만원,Y,2020,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,41,가족여행,"0"
14628,F,1982,기혼,"영/유아, 초등학생",5,인천,계양구,사무직,600만원,Y,2020,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,30대,39,가족여행,"0"
12763,F,1965,기혼,대학/대학원생 자녀,3,경기,안양시,전업주부,500만원,Y,2019,한화리조트 대천 파로스,충남,충남 보령시 해수욕장3길 11-10,200개 이상,성급없음,휴양콘도미니엄업,252681,116520,584000,9,50대,55,가족여행,"0"
12767,M,1972,기혼,대학/대학원생 자녀,4,서울,성북구,경영/관리직,500만원,Y,2021,한화리조트 대천 파로스,충남,충남 보령시 해수욕장3길 11-10,200개 이상,성급없음,휴양콘도미니엄업,252681,116520,584000,9,50대,50,가족여행,"0"
12768,M,1964,기혼,결혼하지 않은 성인,3,경기,용인시,자영업,500만원,Y,2020,한화리조트 대천 파로스,충남,충남 보령시 해수욕장3길 11-10,200개 이상,성급없음,휴양콘도미니엄업,252681,116520,584000,9,50대,57,가족여행,"0"
14629,F,1980,기혼,"영/유아, 초등학생",4,경남,함안군,사무직,600만원,Y,2020,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,41,가족여행,"0"
12770,M,1974,기혼,대학/대학원생 자녀,4,대전,유성구,사무직,500만원,Y,2021,한화리조트 대천 파로스,충남,충남 보령시 해수욕장3길 11-10,200개 이상,성급없음,휴양콘도미니엄업,252681,116520,584000,9,40대,48,가족여행,"0"
12771,M,1970,기혼,대학/대학원생 자녀,3,서울,송파구,사무직,500만원,Y,2019,한화리조트 대천 파로스,충남,충남 보령시 해수욕장3길 11-10,200개 이상,성급없음,휴양콘도미니엄업,252681,116520,584000,9,50대,50,가족여행,"0"
12772,M,1958,기혼,결혼한 성인,2,경기,안산시,기술직,500만원,Y,2022,한화리조트 대천 파로스,충남,충남 보령시 해수욕장3길 11-10,200개 이상,성급없음,휴양콘도미니엄업,252681,116520,584000,9,60대 이상,65,가족여행,"0"
14632,M,1987,기혼,"영/유아, 초등학생",4,전남,순천시,기술직,600만원,Y,2021,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,30대,35,가족여행,"0"
14639,M,1979,기혼,"영/유아, 초등학생",4,경남,창원시,기술직,600만원,Y,2021,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,43,가족여행,"0"
14642,F,1985,기혼,"영/유아, 초등학생",3,대구,동구,사무직,600만원,Y,2020,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,30대,36,가족여행,"0"
14646,M,1981,기혼,"영/유아, 초등학생",3,경기,부천시,사무직,600만원,Y,2022,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,42,가족여행,"0"
14647,F,1987,기혼,"영/유아, 초등학생",3,울산,울주군,기술직,600만원,Y,2021,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,30대,35,가족여행,"0"
14650,F,1982,기혼,"영/유아, 초등학생",3,서울,구로구,전업주부,600만원,Y,2023,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,42,가족여행,"0"
12787,M,1972,기혼,중/고등학생,5,경기,김포시,자영업,500만원,Y,2020,소노벨 천안,충남,충남 천안시 동남구 성남면 종합휴양지로 200,200개 이상,3성,숙박업(생활),274518,169000,458000,9,40대,49,가족여행,"0"
14653,F,1985,기혼,"영/유아, 초등학생",4,대구,동구,사무직,600만원,Y,2021,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,30대,37,가족여행,"0"
15893,M,1981,기혼,"영/유아, 초등학생",3,울산,남구,사무직,700만원,Y,2021,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,41,가족여행,"0"
15902,M,1974,기혼,"영/유아, 초등학생",4,경기,용인시,사무직,700만원,Y,2022,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,49,가족여행,"0"
15905,M,1980,기혼,"영/유아, 초등학생",4,인천,미추홀구,사무직,700만원,Y,2022,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,43,가족여행,"0"
12794,M,1967,기혼,대학/대학원생 자녀,4,충북,청주시,기능/숙련공,500만원,Y,2020,비체팰리스,충남,충남 보령시 웅천읍 열린바다1길 78,200개 이상,성급없음,휴양콘도미니엄업,217619,144250,294000,9,50대,54,가족여행,"0"
15908,M,1980,기혼,"영/유아, 초등학생",3,대구,동구,사무직,700만원,Y,2021,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,42,가족여행,"0"
15910,M,1980,기혼,"영/유아, 초등학생",3,경기,수원시,기술직,700만원,Y,2021,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,42,가족여행,"0"
15912,M,1977,기혼,"영/유아, 초등학생",4,서울,구로구,사무직,700만원,Y,2020,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,44,가족여행,"0"
15914,M,1983,기혼,"영/유아, 초등학생",3,서울,은평구,사무직,700만원,Y,2022,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,40,가족여행,"0"
12803,M,1982,기혼,중/고등학생,3,인천,동구,기능/숙련공,500만원,Y,2022,리솜아일랜드,충남,충남 태안군 안면읍 꽃지해안로 204?,100개 이하,성급없음,휴양콘도미니엄업,393926,248370,518100,7,40대,41,가족여행,"0"
16997,F,1977,기혼,"영/유아, 초등학생",4,부산,사하구,사무직,800만원,Y,2020,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,44,가족여행,"0"
17000,F,1977,기혼,"영/유아, 초등학생",4,서울,관악구,자영업,800만원,Y,2022,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,40대,46,가족여행,"0"
12809,M,1973,기혼,대학/대학원생 자녀,5,대전,서구,자영업,500만원,Y,2020,리솜아일랜드,충남,충남 태안군 안면읍 꽃지해안로 204?,100개 이하,성급없음,휴양콘도미니엄업,393926,248370,518100,7,40대,48,가족여행,"0"
12810,M,1969,기혼,결혼하지 않은 성인,4,경기,화성시,사무직,500만원,Y,2022,리솜아일랜드,충남,충남 태안군 안면읍 꽃지해안로 204?,100개 이하,성급없음,휴양콘도미니엄업,393926,248370,518100,7,50대,54,가족여행,"0"
